Nom,Prénom,Email,Numéro_Téléphone,Adresse,Date_de_naissance,Sexe,État_civil,Nationalité,Langues,Diplôme,Année_diplôme,Établissement,Expérience_professionnelle,Certifications,Compétences
FWKOA,OALVC,FEEB614C@example.com,6755321000.0,AA27CFA9-F Street,2004-01-21,Homme,Marié(e),Anglaise,"Français, Anglais",BTS,2004,Université Lyon,Développement de rapports mensuels pour les clients en utilisant des outils SEO afin de démontrer les progrès et l'impact des stratégies mises en place.,Certification en marketing digital et stratégies de contenu.,Marketing
OKNVK,GLTJD,7D056269@example.com,6191337000.0,B0158054-6 Street,1999-01-21,Femme,Divorcé(e),Française,"Anglais, Allemand",BTS,2011,Université Paris,Analyse des performances des campagnes avec des indicateurs clés de succès.,Certification en marketing digital et stratégies de contenu.,Marketing
PKKZR,WXSNW,4A373337@example.com,6892091000.0,C0172ACD-7 Street,1977-01-21,Homme,Divorcé(e),Espagnole,"Français, Espagnol",Master,2007,Université Lyon,Organiser des webinaires pour éduquer les clients sur les produits et services.,Certification en marketing digital et stratégies de contenu.,Marketing
JGOPO,TNUJA,BE0B2DEB@example.com,6422208000.0,499BA901-E Street,1997-01-21,Homme,Marié(e),Anglaise,"Français, Anglais",BTS,2016,Université Lyon,J'ai dirigé l'administration des ressources financières pour garantir une gestion optimale du budget.,Certification en gestion de projet Agile.,Gestion
NUDLI,XMATL,9AB89BFF@example.com,6174335000.0,F1BD261D-C Street,1981-01-21,Homme,Célibataire,Française,"Français, Espagnol",BTS,2001,École Supérieure de Commerce,J'ai analysé les performances de l'équipe et ajusté la répartition des tâches pour améliorer l'efficacité.,Certification en gestion de projet Agile.,Gestion
PXICP,KUXAL,7FB40421@example.com,6592128000.0,694A7C68-9 Street,1974-01-21,Homme,Marié(e),Anglaise,"Français, Espagnol",Licence,2020,Université Paris,Développement d'applications mobiles sous Android avec Java.,Certification en développement web et programmation Python.,Développement
JSSQB,ETNNS,B9464962@example.com,647576700.0,5C7FF2BF-6 Street,1975-01-21,Femme,Divorcé(e),Française,"Français, Espagnol",Licence,2003,École Supérieure de Commerce,J'ai contribué à la planification des campagnes pour maximiser le ROI (Retour sur investissement) des produits saisonniers.,Certification en marketing digital et stratégies de contenu.,Marketing
YCGJD,BSPVK,342845FE@example.com,6726023000.0,DCAB38BE-F Street,1996-01-21,Homme,Divorcé(e),Espagnole,"Français, Espagnol",Licence,2004,Université Lyon,Création d'une base de données d'influenceurs pour optimiser les collaborations avec des micro-influenceurs.,Certification en marketing digital et stratégies de contenu.,Marketing
OUWCK,VTZCI,42B779F3@example.com,6572893000.0,A1108111-8 Street,1980-01-21,Femme,Célibataire,Française,"Français, Anglais",Licence,2009,Université Lyon,Suivi des performances des produits bancaires d'épargne et d'investissement.,Certification en gestion de projet Agile.,Gestion
MHCIR,IZZOZ,DB08BD3C@example.com,6155354000.0,D20B855E-5 Street,2000-01-21,Autre,Célibataire,Anglaise,"Français, Anglais",Licence,2002,Université Lyon,Gestion des processus de gestion des risques financiers pour optimiser les profits.,Certification en gestion de projet Agile.,Gestion
XBBUZ,GJTVS,680F5BD2@example.com,666110500.0,90F4D79B-E Street,1974-01-21,Femme,Marié(e),Espagnole,"Français, Espagnol",Master,2020,Université Paris,Surveillance de l'exécution des tests d'API avec Postman pour assurer leur efficacité.,Certification en développement web et programmation Python.,Développement
IPIKF,REARF,B99BFBDD@example.com,6740332000.0,CB0C78C5-F Street,2002-01-21,Femme,Célibataire,Anglaise,"Français, Anglais",Licence,2017,Université Paris,J'ai mis en place une grille CSS pour aligner les éléments sur la page.,Certification en développement web et programmation Python.,Développement
AFGDR,VBLGF,3BAC6600@example.com,6792775000.0,55E54759-4 Street,1983-01-21,Autre,Célibataire,Anglaise,"Anglais, Allemand",Master,2005,Université Lyon,"En tant que gestionnaire des devises, supervision de la gestion de la monnaie et de son stockage.",Certification en gestion de projet Agile.,Gestion
RYNTU,ZNCIO,9B781E37@example.com,6607768000.0,910E26E4-1 Street,1995-01-21,Femme,Marié(e),Anglaise,"Français, Anglais",Master,2010,Université Paris,Gestion de la transition entre les différents stades de développement des projets.,Certification en gestion de projet Agile.,Gestion
CBVBO,KNAMW,1360A405@example.com,6669476000.0,408060BC-7 Street,1969-01-21,Femme,Célibataire,Anglaise,"Français, Anglais",Licence,2012,Université Paris,Utilisation de Compiler pour créer des versions de production de logiciels.,Certification en développement web et programmation Python.,Développement
ZJNCT,TZOFF,3BBF9088@example.com,6994991000.0,70144992-C Street,1996-01-21,Femme,Marié(e),Espagnole,"Français, Espagnol",BTS,2020,Université Lyon,J'ai pris en charge l'administration des activités de recrutement pour assurer une sélection efficace des candidats.,Certification en gestion de projet Agile.,Gestion
SXPYG,BZHEJ,F7E53B6D@example.com,6535047000.0,D6564786-3 Street,1974-01-21,Femme,Célibataire,Française,"Français, Espagnol",Licence,2016,Université Paris,Création d'outils de reporting pour suivre les performances des campagnes de Data-driven marketing en temps réel.,Certification en marketing digital et stratégies de contenu.,Marketing
CCAKZ,GXSDD,4A15D58B@example.com,6274366000.0,0E3380C4-D Street,1966-01-21,Homme,Marié(e),Espagnole,"Français, Espagnol",Licence,2007,Université Paris,Création de publicités adaptées aux retours des utilisateurs pour maximiser l'engagement et améliorer les résultats des campagnes PPC.,Certification en marketing digital et stratégies de contenu.,Marketing
RCQVH,SECGG,3BF36B4F@example.com,6319751000.0,7485477B-2 Street,1975-01-21,Autre,Marié(e),Espagnole,"Anglais, Allemand",Licence,2007,Université Paris,J'ai configuré un environnement DevOps pour le développement agile.,Certification en développement web et programmation Python.,Développement
LAYWX,NVUNH,57557CA3@example.com,6316281000.0,4C5861A0-0 Street,1997-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",Master,2005,Université Paris,J'ai utilisé des outils de gestion de campagnes SEM pour simplifier et automatiser le processus.,Certification en marketing digital et stratégies de contenu.,Marketing
XFADZ,GDQPL,E2A6765A@example.com,6657942000.0,8B9936D4-C Street,2005-01-21,Autre,Célibataire,Française,"Français, Espagnol",Master,2008,École Supérieure de Commerce,Création d'analyses comportementales détaillées pour guider les décisions stratégiques de Data-driven marketing.,Certification en marketing digital et stratégies de contenu.,Marketing
ZEONE,EORLK,4FD1FC80@example.com,6790825000.0,A2E8B0BF-E Street,1993-01-21,Femme,Célibataire,Anglaise,"Français, Espagnol",Master,2004,Université Paris,Gestion des retours produits via des outils de gestion intégrée pour un suivi fluide.,Certification en gestion de projet Agile.,Gestion
FKRIG,EFHXR,1EBB2306@example.com,6118123000.0,1765017E-E Street,1999-01-21,Femme,Divorcé(e),Française,"Français, Anglais",Licence,2002,École Supérieure de Commerce,Réalisation de projets d'analyse des flux de données en temps réel avec le langage R.,Certification en développement web et programmation Python.,Développement
AITQI,YKWLN,394DA7BE@example.com,6684081000.0,99B19B22-4 Street,1983-01-21,Homme,Célibataire,Espagnole,"Français, Espagnol",Master,2007,Université Paris,Conception et codage de solutions cloud natives pour une meilleure résilience et disponibilité.,Certification en développement web et programmation Python.,Développement
QKZSY,PRPCC,4E46942D@example.com,620468800.0,7CBF68F6-8 Street,2002-01-21,Homme,Marié(e),Anglaise,"Français, Anglais",Master,2018,Université Lyon,"Optimisation des titres, descriptions et CTA des pages produits pour améliorer les taux de conversion en ligne.",Certification en marketing digital et stratégies de contenu.,Marketing
PIVPD,IAKHE,CD8C75C0@example.com,6952235000.0,6169B504-D Street,1996-01-21,Femme,Célibataire,Espagnole,"Français, Anglais",Master,2002,Université Lyon,Réalisation de campagnes publicitaires en ligne avec des ciblages précis pour une efficacité maximale.,Certification en marketing digital et stratégies de contenu.,Marketing
FAXZD,DHDVT,4AA30B0F@example.com,6347745000.0,6A679554-1 Street,1997-01-21,Homme,Marié(e),Anglaise,"Français, Anglais",Master,2017,École Supérieure de Commerce,Utilisation des publicités display pour soutenir la stratégie de marketing de contenu et accroître sa visibilité.,Certification en marketing digital et stratégies de contenu.,Marketing
EMCST,BUIQN,74A05FD1@example.com,6307917000.0,1B312D25-7 Street,1974-01-21,Femme,Marié(e),Anglaise,"Français, Anglais",Master,2020,Université Paris,"En tant que gestionnaire des ressources, développement de stratégies pour optimiser l'allocation des ressources.",Certification en gestion de projet Agile.,Gestion
LUWLR,ELRWI,D52B27A4@example.com,6217212000.0,AED8C206-0 Street,1998-01-21,Autre,Divorcé(e),Anglaise,"Français, Anglais",Licence,2011,Université Lyon,Analyse des tendances en matière de contenu vidéo pour optimiser les campagnes de marketing vidéo.,Certification en marketing digital et stratégies de contenu.,Marketing
PPXJM,KULJC,8EECC746@example.com,6221872000.0,6B003C0F-2 Street,2003-01-21,Femme,Marié(e),Anglaise,"Français, Anglais",Licence,2005,Université Lyon,J'ai utilisé des outils d'analyse de la concurrence pour affiner nos stratégies SEO.,Certification en marketing digital et stratégies de contenu.,Marketing
NACGE,UMHRC,58B449A1@example.com,6592588000.0,723FACE5-3 Street,1976-01-21,Autre,Marié(e),Anglaise,"Français, Anglais",Licence,2000,Université Paris,Création d'un dashboard de suivi en temps réel pour analyser les performances des actions en Data-driven marketing.,Certification en marketing digital et stratégies de contenu.,Marketing
KELUE,IREMN,ABE0CACB@example.com,6764367000.0,3BE29CF7-6 Street,1997-01-21,Femme,Divorcé(e),Française,"Anglais, Allemand",Licence,2014,Université Lyon,Optimiser la publicité mobile pour atteindre les utilisateurs en déplacement.,Certification en marketing digital et stratégies de contenu.,Marketing
GRZNM,JPFGE,7D5AB8CE@example.com,660078300.0,665F92FB-F Street,1973-01-21,Homme,Marié(e),Anglaise,"Français, Anglais",BTS,2006,Université Lyon,Coordination des publicités en ligne avec les promotions saisonnières et les offres spéciales.,Certification en marketing digital et stratégies de contenu.,Marketing
LZEVZ,CUYGC,B39699FC@example.com,6330226000.0,720FD302-6 Street,1979-01-21,Homme,Marié(e),Anglaise,"Français, Espagnol",BTS,2008,Université Lyon,Coordination de l'élaboration des stratégies d'internationalisation de l'entreprise.,Certification en gestion de projet Agile.,Gestion
VYZHI,XZPJL,0012F1A9@example.com,653501800.0,5456FDC1-8 Street,1985-01-21,Homme,Divorcé(e),Espagnole,"Français, Anglais",Licence,2005,École Supérieure de Commerce,J'ai intégré SignalR dans une application C# pour la communication en temps réel.,Certification en développement web et programmation Python.,Développement
KCSWS,RRBME,D7B1F64F@example.com,6996037000.0,78BC9B2F-E Street,1989-01-21,Femme,Divorcé(e),Française,"Français, Espagnol",Licence,2020,Université Lyon,Suivi des tendances du marché et mise en place de nouvelles techniques pour améliorer l'efficacité des publicités display.,Certification en marketing digital et stratégies de contenu.,Marketing
OZFYN,VSAGV,46B7025C@example.com,6240864000.0,D0826D9C-5 Street,1980-01-21,Autre,Célibataire,Française,"Français, Espagnol",Licence,2014,École Supérieure de Commerce,Développement de solutions pour l’IoT avec PyCharm et MQTT.,Certification en développement web et programmation Python.,Développement
VCPRS,SHOQL,6523D601@example.com,6336694000.0,9CD63ACE-F Street,1987-01-21,Femme,Divorcé(e),Espagnole,"Français, Espagnol",Master,2003,Université Lyon,Mise en œuvre de sémaphores pour assurer une exécution fluide et efficace dans un environnement parallèle.,Certification en développement web et programmation Python.,Développement
GEGHX,RGFBS,3DA5BA81@example.com,6598059000.0,ECE2166A-3 Street,2004-01-21,Femme,Marié(e),Française,"Anglais, Allemand",BTS,2019,Université Paris,Création de publicités Facebook pour promouvoir des produits et services tout en respectant le budget marketing.,Certification en marketing digital et stratégies de contenu.,Marketing
IDIYV,UXPXY,CD151AFC@example.com,6127693000.0,45C817A8-3 Street,2001-01-21,Femme,Marié(e),Française,"Français, Espagnol",BTS,2002,École Supérieure de Commerce,Élaboration de stratégies de gestion de la chaîne d'approvisionnement.,Certification en gestion de projet Agile.,Gestion
MBQNF,YEMGK,84BE9B1D@example.com,6605160000.0,3961F0CE-3 Street,1967-01-21,Autre,Célibataire,Anglaise,"Français, Anglais",Master,2014,Université Paris,J'ai géré le budget marketing pour maximiser le ROI (Retour sur investissement) tout en respectant les objectifs financiers.,Certification en marketing digital et stratégies de contenu.,Marketing
JJHSU,CUKMF,3DC7F672@example.com,6344384000.0,99495573-7 Street,1999-01-21,Autre,Célibataire,Espagnole,"Français, Anglais",Master,2014,Université Lyon,Participation à la gestion de projets d'intégration des bases de données SQL.,Certification en développement web et programmation Python.,Développement
XMKTO,BLHSU,FA3FB392@example.com,6961266000.0,CE2BF665-3 Street,2002-01-21,Homme,Célibataire,Anglaise,"Anglais, Allemand",Licence,2015,Université Paris,Mise en place de stratégies de marketing pour les produits à forte saisonnalité.,Certification en marketing digital et stratégies de contenu.,Marketing
VCIRJ,KMNVI,E461B94F@example.com,6535237000.0,B68A79E9-F Street,1969-01-21,Homme,Marié(e),Française,"Français, Anglais",Master,2017,École Supérieure de Commerce,Conception et exécution de scripts de test automatisés avec Selenium.,Certification en développement web et programmation Python.,Développement
JAJBP,PBISA,DC8BE3A2@example.com,6363249000.0,5F6A1C9D-E Street,1990-01-21,Autre,Célibataire,Anglaise,"Français, Espagnol",Master,2003,Université Paris,"En tant que Technical Lead, j'ai supervisé les tests et l'assurance qualité pour garantir une livraison sans faille.",Certification en gestion de projet Agile.,Gestion
